"asiasanat","ilmestymispäivä","käytön päättyminen","nimellisarvo","merkin nimi","merkin väri","painopaikka","painosmäärä","taiteilija","valuutta","kuvan_url"
"Karkkila alttaritaulu  lasimaalaus taide kuvataide F. X. Zettler Neitsyt Maria Josef Jeesuslapsi Enkeli Pyhä perhe joulu Karkkila kirkko  vuotuisjuhlat uskonto","30.10.1992","31.12.2011","2,10","Lasimaalaus Karkkilan kirkosta","","Setec","15000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1211.jpg"
"keskuskauppakamari kauppakamari  elinkeinoelämä järjestö nuoriso","8.2.1993","31.12.2011","1,60","Keskuskauppakamari 75 vuotta","","Frenckellin Kirjapaino ","5000000","Raimo Sallinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1212.jpg"
"ystävyys tunteet tervehdykset ystävänpäivä vuotuisjuhlat","8.2.1993","","1","Ystävyydellä","","Setec","1000000","Osmo Omenamäki","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1213.jpg"
"Maakuntakukka Suomi Kymenlaakso luonto kasvi kukka kurjenmiekka Iris pseudacorus","1.3.1993","","2","Maakuntakukat - Kurjenmiekka","","Setec","","Paavo Huovinen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1214.jpg"
"Pro Filatelia Syysmaisema Pielisjärvi  Eero Järnefelt   taide maalaustaide syksy ruska maisema Ateneum Antell kuvataide järvi Koli lisämaksu","19.3.1993","31.12.2011","2,30","Eero Järnefelt, Syysmaisema Pielisjärveltä ","","Setec","600000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1215.jpg"
"Pro Filatelia  Syysmaisema Pielisjärvi Eero Järnefelt   taide  maalaustaide syksy järvi ruska maisema Ateneum Antell kuvataide järvi Koli lisämaksu","19.3.1993","31.12.2011","2,30","Eero Järnefelt, Syysmaisema Pielisjärveltä ","","Setec","600000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1216.jpg"
"naali napakettu WWF Maailman Luonnon Säätiö World Wide Fund for Nature eläin luonnonsuojelu luonto Aloped lugopus","19.3.1993","31.12.2011","2,30","WWF - Naaleja","","Setec","1500000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1217.jpg"
"naali napakettu WWF Maailman Luonnon Säätiö World Wide Fund for Nature eläin luonnonsuojelu luonto Aloped lugopus","19.3.1993","31.12.2011","2,30","WWF - Naaleja","","Setec","1500000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1218.jpg"
"naali napakettu WWF Maailman Luonnon Säätiö World Wide Fund for Nature eläin luonnonsuojelu luonto Aloped lugopus","19.3.1993","31.12.2011","2,30","WWF - Naaleja","","Setec","1500000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1219.jpg"
"naali napakettu WWF Maailman Luonnon Säätiö World Wide Fund for Nature eläin luonnonsuojelu luonto Aloped lugopus","19.3.1993","31.12.2011","2,30","WWF - Naaleja","","Setec","1500000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1220.jpg"
"Posteurop europa kansainvälinen yhteistyö järjestö  nykytaide taide Martti Aiha veistos kuvanveisto Rumba  Oy Alko Ab  kilpailu  Helsinki  Salmisaari ","26.4.1993","31.12.2011","2","Martti Aiha - Rumba","","Setec","6000000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1221.jpg"
"Posteurop europa kansainvälinen yhteistyö järjestö   taide nykytaide Kari Cavén  kuvanveisto  Kootut teokset  Helsinki  taidemuseo  kokoelmat  esinekooste installaatio","26.4.1993","31.12.2011","2,90","Kari Cavén, Kootut teokset","","Setec","3000000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1222.jpg"
"Finlandia 95  filatelia  postimerkkinäyttely kasvi  kukka ruusu juhannusruusu  rosa pimpinellifolia   Helsingfors Frimärkssamlare Förening yhdistys harrastus","6.5.1993","31.12.2011","2,30","Kukka filatelialle","","Setec","1000000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1223.jpg"
"Viipurin linna kartta Kuninkaantie Linnasaari Torkkeli Knuutinpoika   Karjala linnoitus Neva maanpuolustus keskiaika","6.5.1993","31.12.2011","2,30","Viipurin linna 700 vuotta","","Setec","5000000","Erik Bruun","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1224.jpg"
"Pohjola  Suomi  Naantali kaupunki purjehdus musiikki musiikkijuhlat soitin viulu kirkko matkailu Pohjola pohjoismainen kansainvälinen järjestö yhteistyö Pohjoismaiden postiliitto","7.5.1993","31.12.2011","2,30","Naantali","","Setec","6000000","Heikki Nuutinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1225.jpg"
"Pohjola  Suomi  Imatra kaupunki koski matkailu Valtionhotelli hotelli Big Band Festival juhla musiikkijuhlat voimalaitos turismi Pohjola pohjoismainen kansainvälinen järjestö yhteistyö Pohjoismaiden postiliitto","7.5.1993","31.12.2011","2,90","Imatra","","Setec","3000000","Heikki Nuutinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1226.jpg"
"helmipöllö Aegolius funereus pöllö kololintu lintu eläin luonto","4.6.1993","31.12.2011","0,10","Linnut - Helmipöllö","","Setec","2000000","Raimo Sallinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1227.jpg"
"leppälintu Phoenicurus phoenicurus rastas kololintu lintu eläin luonto","4.6.1993","31.12.2011","0,20","Linnut - Leppälintu","","Setec","1000000","Raimo Sallinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1228.jpg"
"Valkoselkätikka Dendrocopos leucotos lintu kololintu eläin luonto","4.6.1993","31.12.2011","2,30","Linnut - Valkoselkätikka","","Setec","2000000","Raimo Sallinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1229.jpg"
"Puolustusvoimat sotilas järvi maisema armeija maanpuolustus","4.6.1993","31.12.2011","2,30","Puolustusvoimat 75 vuotta - Sotilas ja isänmaa","","Setec","3000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1230.jpg"
"Puolustusvoimat  maanpuolustus rauhanpuolustus YK yhdistyneet kansakunnat panssariajoneuvo Pasi sotilas armeija Libanon","4.6.1993","31.12.2011","3,40","Puolustusvoimat 75 vuotta - Suomalaisia rauhanpuolustustehtävissä","","Setec","3000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1231.jpg"
"suopursu Pohjois-Pohjanmaa maakuntakukka suo kasvi kukka luonto ledum palustre tarramerkki","14.6.1993","","1","Maakuntakukat - Suopursu","","Setec","25944000","Paavo Huovinen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1232.jpg"
"hiihto Martta Wendelin kotiliesi kuvitus kuvataide taide","14.6.1993","31.12.2011","2,30","Martta Wendelin, Kotilieden kansikuva","","Setec","1500000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1233.jpg"
"koti Martta Wendelin kuvataide kuvitus taide kirja aapinen","14.6.1993","31.12.2011","2,30","Martta Wendelin, Kodin ja koulun ensimmäinen kirja","","Setec","1500000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1234.jpg"
"lumiukko Martta Wendelin leikki kuvataide kuvitus kirja aapinen taide","14.6.1993","31.12.2011","2,30","Martta Wendelin, Kodin ja koulun ensimmäinen kirja","","Setec","1500000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1235.jpg"
"maalaismaisema Martta Wendelin kuvataide postikortti kuvitus taide","14.6.1993","31.12.2011","2,30","Martta Wendelin, Kouluaitan postikortti","","Setec","1500000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1236.jpg"
"eläin lammas karitsa Martta Wendelin kuvataide kuvitus taide Kotiliesi","14.6.1993","31.12.2011","2,30","Martta Wendelin, Kotilieden kansikuva","","Setec","1500000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1237.jpg"
"eläin lintu vesilintu tukkakoskelo Mergus serrator luonto","20.9.1993","31.12.2011","2,30","Vesilintuja - Tukkakoskelo","","Setec","1000000","Erik Bruun","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1238.jpg"
"eläin lintu vesilintu kuikka parvi Gavia arctica luonto","20.9.1993","31.12.2011","2,30","Vesilintuja -Kuikkaparvi","","Setec","1000000","Erik Bruun","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1239.jpg"
"eläin lintu vesilintu kuikkapari Gavia arctica luonto","20.9.1993","31.12.2011","2,30","Vesilintuja - Kuikkapari","","Setec","1000000","Erik Bruun","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1240.jpg"
"eläin lintu vesilintu isokoskelo Mergus merganser luonto","20.9.1993","31.12.2011","2,30","Vesilintuja - Isokoskelo","","Setec","1000000","Erik Bruun","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1241.jpg"
"eläin lintu vesilintu  sorsa sinisorsapari  Anas platyrhynchos luonto","20.9.1993","31.12.2011","2,30","Vesilintuja - Sinisorsapari","","Setec","1000000","Erik Bruun","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1242.jpg"
"koululiikunta liikunta voimistelu jalkapallo opetus urheilu","8.10.1993","31.12.2011","2,30","Koululiikunta 150 vuotta","","Frenckellin Kirjapaino ","3000000","Marjaliisa Pitkäranta","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1243.jpg"
"ooppera oopperajuhlat Savonlinna näyttämötaide W. A. Mozart Taikahuilu Suomen Kansallisooppera musiikki säveltaide Jaakko Ryhänen Raili Viljakainen Matti Heinikari ","8.10.1993","31.12.2011","3,40","Uusi oopperatalo - W.A. Mozartin Taikahuilu","","Frenckellin Kirjapaino ","800000","Pirkko Vahtero, valokuva Matti Kolho","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1244.jpg"
"baletti tanssi näyttämötaide Adolphe Adam Giselle musiikki säveltaide Suomen Kansallisooppera","8.10.1993","31.12.2011","2,90","Uusi oopperatalo - A. Adam, Giselle","","Setec","800000","Pirkko Vahtero, valokuva Kari Hakli","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1245.jpg"
"ooppera musiikki näyttämötaide säveltaide Leevi Madetoja Pohjalaisia Suomen Kansallisooppera Eeva-Liisa Saarinen Jukka Salminen Jaakko Hietikko Esa Kotilainen","8.10.1993","31.12.2011","2,30","Uusi oopperatalo - Leevi Madetoja, Pohjalaisia","","Frenckellin Kirjapaino ","800000","Pirkko Vahtero, valokuva Kari Hakli","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1246.jpg"
"baletti näyttämötaide säveltaide Fauni Claude Debussy Faunin iltapäivä Stéphane Mallarmé Suomen tanssi Kansallisooppera  Jorma Uotinen musiikki","8.10.1993","31.12.2011","2,30","Uusi oopperatalo - C. Debussy, Fauni","","Frenckellin Kirjapaino ","800000","Pirkko Vahtero, valokuva Kari Hakli","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1247.jpg"
"joulu tonttu piirustuskilpailu Anna Kymäläinen joulukuusi Pikku Kakkonen Yleisradio perinne vuotuisjuhlat","5.11.1993","31.12.2011","1,80","Anna Kymäläinen, Tontut ja joulukuusi","","Setec","22000000","Pirkko Vahtero ","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1248.jpg"
"joulu enkeli tähti  piirustuskilpailu Taina Tuomola uskonto pikku Kakkonen Yleisradio vuotuisjuhlat perinne","5.11.1993","31.12.2011","2,30","Taina Tuomola, Kolme enkeliä","","Setec","10000000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1249.jpg"
"presidentti Mauno Koivisto valtiomies valtionpäämies kunniamerkki","25.11.1993","31.12.2011","2,30","Presidentti Mauno Koivisto 70 vuotta","","Setec","2000000","Eeva Oivo","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1250.jpg"
"liikunta urheilu urheilukilpailut talviolympialaiset olympialaiset hiihto Lillehammer Norja Finlandia 95 Kansainvälinen olympiakomitea Marja-Liisa Kirvesniemi Marjo Matikainen ","27.1.1994","31.12.2011","4,20","Marja-Liisa Kirvesniemi ja Marjo Matikainen","","Setec","700000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1251.jpg"
"liikunta urheilu urheilukilpailut talviolympialaiset olympialaiset Lillehammer Norja Finlandia 95 Kansainvälinen olympiakomitea  Clas Thunberg pikaluistelu luistelu ","27.1.1994","31.12.2011","4,20","Clas Thunberg","","Setec","700000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1252.jpg"
"liikunta urheilu urheilukilpailut talviolympialaiset olympialaiset Lillehammer Norja Finlandia 95 Kansainvälinen olympiakomitea mäkihyppy Veikko Kankkonen","27.1.1994","31.12.2011","4,20","Veikko Kankkonen","","Setec","700000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1253.jpg"
"liikunta urheilu kurheilukilpailut talviolympialaiset olympialaiset hiihto Lillehammer Norja Finlandia 95 Kansainvälinen olympiakomitea Veikko Hakulinen","27.1.1994","31.12.2011","4,20","Veikko Hakulinen","","Setec","700000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1254.jpg"
"ystävyys tunteet Tove Jansson Muumit kuvitus kirjallisuus lastenkirjallisuus Taikatalvi Nuuskamuikkunen tervehdykset kuvataide ystävänpäivä vuotuisjuhlat","27.1.1994","","1","Muumeja - Tove Jansson, Taikatalvi","","Setec","6000000","Pirkko Vahtero","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1255.jpg"
"ystävyys tunteet Tove Jansson Muumit kuvitus kirjallisuus lastenkirjallisuus kuvataide Vaarallinen juhannus Muumipeikko Niiskuneiti tervehdykset ystävänpäivä vuotuisjuhlat","27.1.1994 ","","1","Muumeja - Tove Jansson, Vaarallinen Juhannus","","Setec","6000000","Pirkko Vahtero","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1256.jpg"
"akateemikko Wäinö Aaltonen veistos sankaripatsas Rauha Lahti kuvanveistäjä taide taiteilija kuvanveisto kuvataide","8.3.1994","31.12.2011","2","Wäinö Aaltonen, Rauha","","Setec","5000000","Pentti Rahikainen ","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1257.jpg"
"kuvanveistäjä akateemikko Wäinö Aaltonen veistos Muusa  taide taiteilija kuvanveisto kuvataide","8.3.1994","31.12.2011","2","Wäinö Aaltonen, Muusa","","Setec","5000000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1258.jpg"
"posti postivirkamiesliitto postivirkailija asiakaspalvelu postiliikenne postitoiminta postimerkki  rahaliikenne leijona työ","11.3.1994","31.12.2011","2,30","Postivirkamiesliitto 100 vuotta","","Setec","5000000","Pirkko Vahtero, valokuva Tapio Mustasaari","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1259.jpg"
"työhevonen työ hevonen suomenhevonen eläin pelto maanviljelys maatalous avustus punainen risti kotieläin lisämaksu avustustoiminta","11.3.1994","31.12.2011","2","Suomenhevonen - Työhevonen","","Setec","800000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1260.jpg"
"ravihevonen ravit hevonen eläin suomenhevonen kilpailu punainen risti avustus hevosurheilu kotieläin lisämaksu avustustoiminta","11.3.1994","31.12.2011","2,30","Suomenhevonen - Ravihevonen","","Setec","800000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1261.jpg"
"sotahevonen sota hevonen suomenhevonen eläin ratsastus sotilas toinen maailmansota punainen risti avustus kotieläin lisämaksu avustustoiminta","11.3.1994","31.12.2011","4,20","Suomenhevonen - Sotahevonen","","Setec","600000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1262.jpg"
"paperiteollisuus kemianteollisuus keksintö A. I. Virtanen jäänmurtaja MS Fennica Abloy lukko laiva merenkulku Posteurop europa kansainvälinen yhteistyö järjestö  ","18.3.1994","31.12.2011","2,30","Suomalaisia keksintöjä","","Setec","8000000","Raimo Sallinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1263.jpg"
"Vaisala radiosondi Rapala uistin Nokia matkapuhelin tuulivoima keksintö puhelinliikenne Posteurop europa kansainvälinen yhteistyö järjestö  ","18.3.1994","31.12.2011","4,20","Suomalaisia keksintöjä","","Setec","2000000","Raimo Sallinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1264.jpg"
"ruusu Karjalanruusu Pohjois-Karjala maakuntakukka Rosa acicularis kukka kasvit luonto","5.5.1994","","1","Maakuntakukat - Karjalan ruusu ","","Setec","","Paavo Huovinen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1265.jpg"
"Riitta Salin Pirjo Häggman juoksu yleisurheilu urheilu EM-kisat urheilukilpailut Euroopan mestaruuskisat  Finlandia 95 postimerkkinäyttely ","5.5.1994","31.12.2011","4,20","Yleisurheilu - Riitta Salin ja Pirjo Häggman","","Setec","700000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1266.jpg"
"yleisurheilu urheilu EM-kisat Euroopan mestaruuskisat  Finlandia 95 postimerkkinäyttely juoksu Lasse Viren  urheilukilpailut","5.5.1994","31.12.2011","4,20","Yleisurheilu - Lasse Viren","","Setec","700000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1267.jpg"
"yleisurheilu urheilu EM-kisat  urheilukilpailut Euroopan mestaruuskisat  Finlandia 95 postimerkkinäyttely keihäänheitto Tiina Lillak","5.5.1994","31.12.2011","4,20","Yleisurheilu - Tiina Lillak","","Setec","700000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1268.jpg"
"yleisurheilu urheilu EM-kisat  urheilukilpailut Euroopan mestaruuskisat  Finlandia 95 postimerkkinäyttely seiväshyppy Nikula","5.5.1994","31.12.2011","4,20","Yleisurheilu - Pentti Nikula","","Setec","700000","Pirkko Juvonen-Valtonen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1269.jpg"
"leppäkerttu luonto eläin hyönteinen Finlandia 95  postimerkkinäyttely coccinella septempunctata","10.5.1994","31.12.2011","16","Leppäkerttuja","","Setec","400000","Osmo Omenamäki","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1270.jpg"
"Luonto kasvi kukka Ketokukka Hypericum perforatum mäkikuisma ketokukkaprojekti Suomen luonnonsuojeluliitto","1.6.1994","","1","Ketokukkia - Mäkikuisma","","Setec","2000000","Pirkko Juvonen-Valtonen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1271.jpg"
"luonto kasvi kukka Lychnis viscaria mäkitervakko Ketokukkaprojekti Suomen luonnonsuojeluliitto","1.6.1994","","1","Ketokukkia - Mäkitervakko","","Setec","2000000","Pirkko Juvonen-Valtonen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1272.jpg"
"luonto kasvi kukka Campanula rotundifolia kissankello Ketokukkaprojekti Suomen luonnonsuojeluliitto","1.6.1994","","1","Ketokukkia - Kissankello","","Setec","2000000","Pirkko Juvonen-Valtonen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1273.jpg"
"Campanula glomerata peurankello Ketokukkaprojekti Suomen luonnonsuojeluliitto luonto kukka kasvi","1.6.1994","","1","Ketokukkia - Peurankello","","Setec","2000000","Pirkko Juvonen-Valtonen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1274.jpg"
"Geranium sanguineum verikurjenpolvi Ketokukkaprojekti Suomen luonnonsuojeluliitto luonto kasvi kukka","1.6.1994","","1","Ketokukkia - Verikurjenpolvi","","Setec","2000000","Pirkko Juvonen-Valtonen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1275.jpg"
